"","Reservoir","Genbank.accession","TGG.W..AAG.K.","ApU","CAT.H..GTT.V.","AGA.Bias","AAT.N..ATA.I.","CpA","TTT.F..ACT.T.","K.Bias","TGG.W..TGG.W.","GCT.Bias","CAG.Q..AGC.S.","tga","GTA.Bias","ApC","GAG.E..AAA.K.","AAC.N..AAG.K.","aca","GpG","CGA.R..CCC.P.","C.Bias","GCA.Bias","AAT.N..GGT.G.","GCT.A..CAG.Q.","AGA.R..GAA.E.","cag","bird","camelid","carnivore","human","rodent","swine","yangochiroptera","yinpterochiroptera"
"104","carnivore","JX860640.1",0.0457021534808554,0.942879845879376,-0.00670250922299138,0.286298568507157,-0.11434813446736,1.23774058853999,0.0383268107429943,0.0593837153935106,0,0.534983853606028,0.307197753314987,0.150593719536151,0.163957597173145,1.05923114060224,0.438881344669093,-0.262706049488042,0.105858526379824,0.901583858819778,-9999,0.0351676756683219,0.286329386437029,-0.0768335088022589,-0.436088379957346,-1.2281160529564,0.0954498428236484,0,0.748387936047995,0.251612063952005,0,0,0,0,0
"105","yinpterochiroptera","JX993987.1",-0.105837501118813,0.840514721402494,0.631392860600337,0.330434782608696,-9999,1.29736150291054,-0.332703658726017,0.0567099567099567,0,0.521870286576169,1.37131517083632,0.164032538459172,0.199460916442048,1.17400988366582,0.139218197101646,0.119344786885245,0.194678740131483,0.927858214335422,-9999,0.0303030303030303,0.274509803921569,0.265609275567789,-0.494318420190382,-0.0261447606506524,0.108266499350541,0,0,0,0,0,0,0,1
"106","yangochiroptera","JX993988.1",0.276864276852245,0.855666041428527,0.361814068918108,0.347578347578348,-1.16260017074245,1.31497724306225,-0.121231936200139,0.0563121487246001,0,0.538922155688623,0.60947489929376,0.160932046702876,0.205442176870748,1.16143581109616,-0.390389868739259,0.38199619495507,0.185960358787304,0.916342644931142,2.60393115053245,0.0300475572849114,0.255988023952096,0.158598458464947,-0.604137800907642,0.131759590596276,0.11037485629233,0,0,0,0,0,0,0,1
"107","carnivore","KC175339.1",0.0168268497712807,0.865312712077532,0.221251647268499,0.441527446300716,0.0281601315610682,1.29994525671597,-0.698749845868993,0.0641859074945827,0,0.508215962441315,-9999,0.171196260066843,0.203125,1.19220937148384,-0.0971781205028867,0.398099789747945,0.175836386944546,0.87429944117016,-9999,0.0312336546364791,0.313380281690141,0.186604432713915,-9999,-1.07960489004207,0.0906045827172592,0,0,1,0,0,0,0,0
"108","carnivore","KC175340.1",-0.916514670963659,0.84681184082318,0.498819085943847,0.485074626865672,0.460273822757369,1.33295897812369,-0.101364748336943,0.0669314945285564,0,0.550758459743291,-9999,0.181581189520849,0.181893004115226,1.17726294073924,-0.916886684397634,0.267255426044758,0.17701159667198,0.871673656779066,-9999,0.0310298306101034,0.310385064177363,0.362245314360692,-0.42849512490844,0.192940652785857,0.0865817592417292,0,0,1,0,0,0,0,0
"109","carnivore","KC175341.1",-0.916514670963659,0.846876530066235,0.49964179269531,0.485074626865672,0.464068893725921,1.33304867274978,-0.103864749639027,0.0669314945285564,0,0.550758459743291,-9999,0.181392276484644,0.182565789473684,1.17678099946475,-0.916886684397634,0.267255426044758,0.177297098927885,0.871091376447216,-9999,0.0310298306101034,0.310385064177363,0.362245314360692,-0.42849512490844,0.192940652785857,0.0869622998817481,0,0,1,0,0,0,0,0
"110","carnivore","KC461235.1",0.187516373671059,0.869719488914025,0.183922171327331,0.456521739130435,0.10511892276649,1.30962185227539,-0.710673612476678,0.0608640807316304,0,0.505016722408027,-9999,0.171849577350884,0.214123006833713,1.21331579013812,-0.224707755596527,0.285797213740823,0.175500772337093,0.878881894618727,-9999,0.0311153158835278,0.317725752508361,0.210717202557888,-9999,-0.626695019528537,0.0903062226588924,0,0,1,0,0,0,0,0
"111","carnivore","KC461236.1",0.185787764770441,0.870495276549041,0.185485263378166,0.456521739130435,0.111711626339844,1.30536241247035,-0.491773540863311,0.0607589614212131,0,0.503333333333333,-9999,0.171728265626473,0.214367160775371,1.211168248081,-0.218358345880822,0.28056617109773,0.174407713742631,0.880202684608485,-9999,0.0312204351939451,0.315,0.207325449771972,-9999,-0.629061884538803,0.0901268911798512,0,0,1,0,0,0,0,0
"112","carnivore","KC461237.1",0.192903666124492,0.866381461111103,0.19801182249851,0.449044585987261,0.101416455695097,1.30325285961595,-0.49254891999696,0.0609299839657937,0,0.505902192242833,-9999,0.172085883836354,0.215935334872979,1.21813371016793,-0.20476285844378,0.285707963006905,0.17549352510044,0.874991993090618,-9999,0.0312132549438803,0.315345699831366,0.204239920084935,-9999,-0.621000632035114,0.0893288817085459,0,0,1,0,0,0,0,0
"113","yangochiroptera","KC869678.4",-0.0359936026479055,0.864461724204312,0.403105947521865,0.27027027027027,0.0421078162990193,1.21256549019463,0.0822643136969621,0.0529122515409654,0,0.529580152671756,0.456266456873476,0.148750882888177,0.194724592707525,1.14703379514632,0.184497054946957,0.40274022825126,0.141945286939045,0.923960609001847,-9999,0.0306115381951659,0.258587786259542,0.156472979700792,-0.657530261022063,-0.233273484147881,0.108160364191567,0,0.725799987581777,0,0,0,0,0.274200012418223,0
"114","yinpterochiroptera","KC881005.1",-0.626455806061273,0.843226225676246,0.186657014130721,0.366990291262136,-9999,1.32460038391192,-0.313483685668699,0.0568406205923836,0,0.526934378060725,0.827972841389988,0.161190421260554,0.212334801762115,1.18153522470762,-0.461443431309634,0.583057178640278,0.191398149976049,0.922819602436144,2.25836526673761,0.0314527503526093,0.289911851126347,0.040854480080727,-0.756079554396312,0.0487550149041046,0.10820309384157,0,0,0,0,0,0,0,1
"115","yinpterochiroptera","KC881006.1",0.0750675730334228,0.84310045026322,0.169326445153993,0.363288718929254,-9999,1.32904727035564,-0.400693953007253,0.056558533145275,0,0.538461538461538,0.850520125169949,0.160587568540363,0.206927175843694,1.18884008579065,-0.443348665103729,0.465453574314467,0.190975677664154,0.923790566939382,2.35299932027316,0.031311706629055,0.282051282051282,0.0230603676918264,-0.817675206912929,0.288584485472188,0.106234853034394,0,0,0,0,0,0,0,1
"116","swine","KC962433.1",-0.441068518386283,0.868973891317228,0.271182255544284,0.463722397476341,0.0307467769267913,1.33715809153703,-0.33188309682154,0.060504745470233,0,0.533783783783784,-9999,0.172796260507483,0.193045563549161,1.18400978499686,0.241447932854432,0.521334268221796,0.165596416319672,0.896790193248774,-9999,0.0314926660914582,0.334459459459459,0.321666754017242,-0.154178258045983,-9999,0.0908669990599697,0,0,0,0,0,1,0,0
"117","rodent","KF268336.1",-1.10907141945825,0.944967684767304,0.169929230982218,0.241758241758242,-0.0919898876047903,1.18106342571324,0.399202780346003,0.0577870789171674,0,0.451766953199618,0.200826817393697,0.154054481415425,0.133783783783784,0.954659908284152,-0.619770973977162,-0.0541819418039689,0.0982680858725667,0.872204899772662,-9999,0.0380746641463579,0.222540592168099,0.341376877413584,-0.224397429062853,0.150904524078813,0.10807155287173,0,0,0,0,1,0,0,0
"118","rodent","KF268337.1",-0.886685254097584,0.944099018794231,0.187929005198873,0.241758241758242,-0.0747958952177679,1.18153319969769,0.404490417701883,0.0578545871869304,0,0.450381679389313,0.189659497576001,0.154136659229392,0.133964817320704,0.954619501513073,-0.615709073494759,-0.0655777259625713,0.0985540457497021,0.874004662078193,-9999,0.038142172416121,0.222328244274809,0.271056788576799,-0.0399877252596098,0.147300916575514,0.107895661460574,0,0,0,0,1,0,0,0
"119","rodent","KF268338.1",-0.885927868144037,0.943868108965254,0.186204344944408,0.241758241758242,-0.0779455041206644,1.18204397187476,0.404490417701883,0.0577870789171674,0,0.450381679389313,0.187988594010755,0.154143141269701,0.133783783783784,0.954632751857031,-0.616876615950797,-0.0648203400090246,0.0985581903269904,0.87368122618048,-9999,0.038142172416121,0.222328244274809,0.271056788576799,0.0590829409766762,0.147300916575514,0.10836729931688,0,0,0,0,1,0,0,0
"120","rodent","KF268339.1",-0.885927868144037,0.943582415060662,0.134265596266849,0.241316270566728,-0.0779455041206644,1.18181449764085,0.401129069999179,0.0577870789171674,0,0.450905624404195,0.187988594010755,0.153930192585779,0.133693450371371,0.954257080765676,-0.615580282341109,-0.0648203400090246,0.0983378013332516,0.873357969786547,-9999,0.038142172416121,0.222116301239276,0.271056788576799,0.0579202815856084,0.147524317204317,0.108615386270694,0,0,0,0,1,0,0,0
"121","rodent","KF294380.2",-0.392505963465659,0.936507969455376,0.228889988028363,0.267741935483871,-0.449261491081537,1.22237350075818,0.146938962193524,0.0541545613015689,0,0.530508474576271,0.412764004926637,0.164054238722972,0.13202614379085,1.06712438900801,-0.0752994413760498,0.0196202850092874,0.107198800264782,0.904624249260344,-9999,0.0367228355607205,0.232203389830509,0.0895261094161549,-0.985355951499003,1.25319316854502,0.108701587184382,0,0,0,0,0.69910693032646,0,0,0.30089306967354
"122","yinpterochiroptera","KF367457.1",0.0750675730334228,0.841775244327582,0.17849363620276,0.364326375711575,-9999,1.32994164801573,-0.422940640883058,0.0561703319792688,0,0.536945812807882,0.803505439572284,0.158558457792293,0.20862676056338,1.19342033687776,-0.443643486773853,0.444427676499471,0.190852906316604,0.927168125518376,2.36755084152525,0.0313069057290937,0.282758620689655,0.0206436852820628,-0.821440345250833,0.285977495485577,0.107081592475346,0,0,0,0,0,0,0,1
"123","bird","KF411040.1",-0.353279354937594,0.835787858862307,0.387709242134245,0.371875,-0.187795477966583,1.24636480926184,0.147769213626995,0.0603066439522998,0,0.406143344709898,-9999,0.144158991578389,0.22671568627451,1.12420349227461,0.133664023896518,-0.0515340730297962,0.13178040196164,0.879509410218449,-9999,0.0328222600795003,0.375426621160409,0.146328824425274,0.0187660421319077,0.277829232625158,0.103928575323955,1,0,0,0,0,0,0,0
"124","human","KF430201.1",0.466320383829439,0.930448711774851,-0.0797204751353049,0.355140186915888,-0.0284307494140998,1.10420470103136,0.0890717076614432,0.0560960463672118,0,0.654855643044619,-9999,0.149910902200518,0.201578192252511,1.11465252788913,-0.140557259537509,-0.563382474463203,0.079389435531542,0.882012501188508,-9999,0.0357413923963293,0.232283464566929,0.128933037969923,-0.226943016193035,0.207448652467187,0.0555303764489243,0,0,0,1,0,0,0,0
"125","yangochiroptera","KF430219.1",-0.119608307879728,0.856596823100792,-0.774719863462177,0.194444444444444,-0.805482318929266,1.38429603846882,-0.273541339689306,0.0502780700435894,0,0.476923076923077,0.945647406691104,0.16224544676613,0.0997715156130998,1.26860559144981,-0.0852861397104907,-0.832846838982544,0.131776818265448,0.887253400491948,-9999,0.0344205621524125,0.305641025641026,0.17737254047569,0.200115734493375,0.824708129197169,0.10816363117742,0,0,0,0,0,0.589289522431622,0.410710477568378,0
"126","human","KF514432.1",0.324531796249295,0.817580948310991,-0.298639148078839,0.368298368298368,-0.344531140169623,1.35137523307533,0.016690164656097,0.0601114033730466,0,0.543153049482163,-9999,0.16878132847363,0.112291350531108,1.27368292873477,0.107393322637437,0.477570479929089,0.149857361341738,0.842774656591382,-9999,0.0334983753674764,0.281933256616801,0.37657402910126,-0.999073772754264,0.161593140983046,0.0818333713811537,0,0,0,1,0,0,0,0
"127","human","KF514433.1",0.326306964844362,0.819059776692541,-0.29939816139801,0.370023419203747,-0.204074787067922,1.35062238912584,0.0531700016305744,0.0605100463678516,0,0.541905855338691,-9999,0.168906858079276,0.11085801063022,1.2689267789916,0.0379855077498796,0.48069791377417,0.149741934696604,0.842671772194143,-9999,0.0333848531684699,0.283582089552239,0.380929089040598,-0.996774921167153,0.159379657307671,0.0815148074542949,0,0,0,1,0,0,0,0
"128","human","KF530060.1",0.0345258688490736,0.94278622621917,0.138829420708262,0.295454545454546,0.0324861635597176,1.2535794574116,0.0713078551850699,0.0604444444444445,0.217041090276271,0.546038543897216,0.577545551466418,0.149858464166953,0.174477289113194,1.05053884730735,0.594329763491055,-9999,0.108580084815576,0.887128464052971,-9999,0.0343247863247863,0.288008565310493,0.0114124938106659,-0.249390768755749,-1.33091352801687,0.0964657778320204,0,0,0,1,0,0,0,0
"129","human","KF530068.1",0.0554414484838588,0.942561436358468,0.139361779789902,0.302713987473904,-0.00899603823881937,1.26171666663724,0.0389803974810806,0.0608255877528704,0.215819399315382,0.542155816435432,0.734620285024905,0.149484544625127,0.166666666666667,1.0435250626323,0.597012240297023,-9999,0.109981121420889,0.881509646801654,-9999,0.034513395297977,0.279615795090715,-0.0759072256764928,-0.402448217413057,-1.27525711800517,0.0962895940603297,0,0,0,1,0,0,0,0
"130","human","KF530087.1",0.0368705358083276,0.941789025754296,0.144492841654344,0.295454545454546,0.0242709377408096,1.25229755890861,0.0736599084341529,0.0604444444444445,0.217014426696939,0.540598290598291,0.577545551466418,0.150301514414575,0.172537742631201,1.05199727730898,0.592143970271075,-9999,0.109249011223729,0.887262615912697,-9999,0.0343247863247863,0.286324786324786,0.00924237322997799,-0.239377674076093,-1.33091352801687,0.0962378353490341,0,0,0,1,0,0,0,0
"131","human","KF530089.1",0.0576861183376826,0.9431272188514,0.139701273194073,0.305263157894737,-0.0141776268231374,1.25451732268909,0.0380863053545754,0.0609747761296056,0.21423135083301,0.542643923240938,0.307617906338782,0.149934719840161,0.166062364031907,1.04552423641483,0.59966359768652,-9999,0.110041774949953,0.883761577086681,-9999,0.0345204730330166,0.281449893390192,-0.0618779871735797,-0.405287984435122,-1.2868531870117,0.0956982442029127,0,0,0,1,0,0,0,0
"132","human","KF530090.1",0.0345258688490736,0.940774180973946,0.138127243226521,0.295454545454546,0.0230565306215286,1.25011621320086,0.104748413687347,0.0604444444444445,0.21533452587474,0.544480171489818,0.56887915153402,0.150268856977009,0.175879396984925,1.05783376426459,0.596972770504408,-9999,0.109449555529523,0.888103567722257,-9999,0.0341880341880342,0.286173633440514,0.0374585356403908,-0.246532727997358,-1.3328056761689,0.0962169248405028,0,0,0,1,0,0,0,0
"133","human","KF530095.1",0.0529467729737861,0.942621050374394,0.15588307709842,0.30398322851153,0.00304039117770384,1.25617632006065,0.0436600056880019,0.0609789444900191,0.216102134448871,0.542066027689031,0.318603178881482,0.149327181598102,0.168231046931408,1.04597503107854,0.603918923256658,-9999,0.110313773793193,0.884063173865661,-9999,0.0345228329231611,0.282215122470714,-0.0621510998486294,-0.400115672280431,-1.282651500158,0.0955155846258131,0,0,0,1,0,0,0,0
"134","human","KF530099.1",0.0505854967881062,0.941464193410031,0.142885879276215,0.304166666666667,-0.0314027726037635,1.25697864187758,0.037161395336212,0.0609789444900191,0.213533330516463,0.543223052294557,0.789190480615476,0.149468190437871,0.166305133767173,1.04487745008651,0.59865033892663,-9999,0.110417942485634,0.879980652283612,-9999,0.0345228329231611,0.28068303094984,-0.0622120626764079,-0.404191504458843,-1.27814515499826,0.0958302061816377,0,0,0,1,0,0,0,0
"135","human","KF530104.1",0.70621027453467,0.838302583672116,-0.0094661715453244,0.233415233415233,-0.504327442897424,1.30610565537373,-0.0737932748187559,0.0560661764705882,0,0.598143236074271,-9999,0.151161387069362,0.113943028485757,1.31590494753623,-0.0905572513361473,-0.310337061079136,0.108713571667669,0.910543066868778,-9999,0.033624387254902,0.26657824933687,0.0950723959487283,-0.579325317021447,0.948524892819652,0.0601344051523984,0,0,0,1,0,0,0,0
"136","human","KF530105.1",0.700020059847707,0.837870098877159,-0.00429677124284698,0.233415233415233,-0.466793545869673,1.29785023582893,-0.14115512307196,0.0559087079727349,0,0.602921646746348,-9999,0.152202155768216,0.116679132385939,1.31746157236601,-0.106554984490982,-0.326823377018362,0.109491163219306,0.911818849538256,-9999,0.0336218120548365,0.269588313413015,0.102238566891609,-0.579185105535559,1.12713045715324,0.059229055965616,0,0,0,1,0,0,0,0
"137","human","KF530108.1",0.70621027453467,0.838493731656442,-0.00427932961937437,0.233415233415233,-0.499157650772064,1.30522902462495,-0.0736672512521823,0.0560661764705882,0,0.598143236074271,-9999,0.151190624366601,0.114285714285714,1.31642069900544,-0.0905572513361473,-0.324521696071092,0.108734598803437,0.910838791828162,-9999,0.033624387254902,0.26657824933687,0.0982520488661078,-0.587357488718711,0.948524892819652,0.0603819030231667,0,0,0,1,0,0,0,0
"138","human","KF530109.1",0.70621027453467,0.838271923547693,-0.00306089189724149,0.233415233415233,-0.512807443036289,1.30538985030136,-0.0736672512521823,0.0560661764705882,0,0.599206349206349,-9999,0.150976698148613,0.112528132033008,1.3151837720078,-0.0905572513361473,-0.338507938045832,0.108750402885173,0.909690844633824,-9999,0.033624387254902,0.265873015873016,0.101441844234208,-0.58913326652749,0.948524892819652,0.0603906792594451,0,0,0,1,0,0,0,0
"139","human","KF530111.1",0.70621027453467,0.838108070552473,-0.0102737000864822,0.233415233415233,-0.515997238404389,1.30559561258393,-0.0723760954885623,0.0560661764705882,0,0.597350993377483,-9999,0.151211370682104,0.114028507126782,1.31608513277073,-0.0905572513361473,-0.324521696071092,0.108749519320515,0.910379352344006,-9999,0.033624387254902,0.266225165562914,0.0996796008572934,-0.586032107477642,0.948524892819652,0.0606260877773804,0,0,0,1,0,0,0,0
"140","human","KF530112.1",0.69588316037882,0.841888385589535,0.0373914986779283,0.248157248157248,-0.485980017663395,1.30322882690484,-0.108776430910524,0.0561091522305687,0,0.599201065246338,0.936002996363604,0.15358318876042,0.111027190332326,1.31160074656376,0.0370109752366915,-0.407417857900195,0.109871050420916,0.904901802233034,-9999,0.0334202054269508,0.267643142476698,0.100453296919061,-1.17592297075344,1.03374291049238,0.0595430208732705,0,0,0,1,0,0,0,0
"141","human","KF530113.1",0.70621027453467,0.838630493933673,-0.00259523306488297,0.233415233415233,-0.503338841532465,1.30357738805156,-0.0732856614143374,0.0560661764705882,0,0.598143236074271,-9999,0.151414681642194,0.113857677902622,1.31477891233127,-0.0905572513361473,-0.324521696071092,0.108490270335529,0.909854608900668,-9999,0.0337775735294118,0.263925729442971,0.0905649295219849,-0.571228106788827,0.948524892819652,0.0596696486845407,0,0,0,1,0,0,0,0
"142","carnivore","KF530123.1",-1.1479167238697,0.861897726237747,0.102176698857292,0.405660377358491,-0.56036575859767,1.30674892186079,-0.819527110116951,0.0636886333480761,0,0.487179487179487,-9999,0.171420344715444,0.186363636363636,1.20183110507516,-0.689707194428185,0.576264007118749,0.17191364067146,0.88307688516945,-9999,0.030296329057939,0.333333333333333,0.298680084811657,-1.26017027594531,0.799730481805976,0.0952061195110235,0,0,1,0,0,0,0,0
"143","yinpterochiroptera","KF636752.1",0.450201001949556,0.855975579885319,-0.30472117870583,0.328,-0.868484290408312,1.30205787919375,0.304155920228151,0.0550747442958301,0,0.460471567267684,-0.154620604647936,0.156097283783818,0.206666666666667,1.19963611642362,-0.712797797519129,0.684194569287831,0.194474142391303,0.865018193952281,-9999,0.0340283241542093,0.310679611650485,0.466374966472247,-0.84495387978147,0.420432374857871,0.118191306877039,0,0,0,0,0,0,0,1
"144","human","KF686340.1",0.466320383829439,0.930063688249143,-0.0793837963210625,0.355140186915888,-0.0284226273777972,1.10557780235504,0.0883989848090481,0.0560921760728577,0,0.655307994757536,-9999,0.149649451361936,0.201722900215362,1.11535590791832,-0.140557259537509,-0.57197110695253,0.079897588439,0.882073346416543,-9999,0.0357389264523251,0.231979030144168,0.13010058042596,-0.227633543265898,0.207448652467187,0.0555901210567646,0,0,0,1,0,0,0,0
"145","human","KF686341.1",0.463857328397042,0.92892339230707,-0.0777727427264941,0.355140186915888,-0.0209226859713971,1.10364423885106,0.0924681307740713,0.0561867812110295,0,0.654855643044619,-9999,0.148235881481692,0.204775687409551,1.11281398326881,-0.151750131227219,-0.584202681108237,0.0789885482752443,0.886063841007689,-9999,0.0358874878758487,0.232283464566929,0.0529094818024632,-0.226943016193035,0.212672477730056,0.0556943383281213,0,0,0,1,0,0,0,0
"146","human","KF686342.1",0.463857328397042,0.929689969456232,-0.0736318145895309,0.355140186915888,-0.021823825260592,1.10396135786154,0.0977946245505125,0.0564213162654793,0,0.656167979002625,-9999,0.146330239501605,0.204379562043796,1.09870752629527,-0.164224305452394,-0.553529520348482,0.0787932058854795,0.890541171211217,-9999,0.0360372895505774,0.232283464566929,0.137905712685474,-0.228945018863708,0.218055920904886,0.0558561001290596,0,0,0,1,0,0,0,0
"147","human","KF686343.1",0.463857328397042,0.931353591441426,-0.0859078271259346,0.355140186915888,-0.0244220566781132,1.10427890277833,0.0869067742412109,0.0558001926517132,0,0.656167979002625,-9999,0.15036920824645,0.2,1.11923674421762,-0.131299520755928,-0.534793609291012,0.0799297754914509,0.880274110570384,-9999,0.0356405669464703,0.232283464566929,0.129101686358217,-0.228945018863708,0.20405127337937,0.0556766773871848,0,0,0,1,0,0,0,0
"148","human","KF686344.1",0.45566385260052,0.92920910661106,-0.0896504667931376,0.353629976580796,-0.0218511558790854,1.10188034926699,0.140894001537292,0.0569655557105006,0,0.661861074705111,-9999,0.145876888332812,0.206465833945628,1.09394363606698,-0.14298542479565,-9999,0.0777160715135505,0.894184623309809,-9999,0.0362571468414447,0.226736566186107,0.138319143502883,-0.92840276491942,0.294852307321035,0.0562698331997019,0,0,0,1,0,0,0,0
"149","human","KF686346.1",0.463857328397042,0.93130027679311,-0.0859078271259346,0.355140186915888,-0.0244220566781132,1.10382752138501,0.0869067742412109,0.0558001926517132,0,0.656167979002625,-9999,0.150358552016601,0.2,1.11943851756253,-0.131299520755928,-0.534793609291012,0.0799241110999885,0.880274110570384,-9999,0.0356405669464703,0.232283464566929,0.129101686358217,-0.228945018863708,0.20405127337937,0.0554618501828417,0,0,0,1,0,0,0,0
"150","camelid","KF906249.1",0.29793857261897,0.947142811084231,-0.0399843634385785,0.286931818181818,0.00785258982080467,1.2402258108234,0.190950867387432,0.0573714508732559,0,0.520865533230294,0.20655038612039,0.1483653631128,0.177777777777778,1.05224189861684,0.218310341327792,-1.11499314802922,0.108565414736788,0.918071387850109,-9999,0.0345399551175724,0.281298299845441,-0.168544005056144,-0.59325844309027,-0.907191708437821,0.0930876570350054,0,1,0,0,0,0,0,0
"151","camelid","KF906250.1",0.301380916809943,0.947124413720189,-0.0325152071437102,0.28125,0.00534720643952689,1.24456262877371,0.199596951983656,0.0573714508732559,0,0.520801232665639,0.209652791777979,0.148606360570281,0.176033934252386,1.05285166654557,0.214948993625087,-1.09974145257957,0.109243366252557,0.919702775659853,-9999,0.0345399551175724,0.283513097072419,-0.202869982845587,-0.631755828277778,-0.887191041731152,0.0935423966089712,0,1,0,0,0,0,0,0
"152","camelid","KF906251.1",0.301380916809943,0.947124413720189,-0.0325152071437102,0.28125,0.00534720643952689,1.24456262877371,0.199596951983656,0.0573714508732559,0,0.520801232665639,0.209652791777979,0.148606360570281,0.176033934252386,1.05285166654557,0.214948993625087,-1.09974145257957,0.109243366252557,0.919702775659853,-9999,0.0345399551175724,0.283513097072419,-0.202869982845587,-0.631755828277778,-0.887191041731152,0.0935423966089712,0,1,0,0,0,0,0,0
"153","human","KF923886.1",0.320930979410001,0.946300809669621,0.111289948617155,0.311728395061728,0.097366981070602,1.26560594174339,0.0124299214573848,0.059767513630285,0.240313745935846,0.542536115569823,0.920567288641415,0.149155668108437,0.172335600907029,1.03907725178153,0.401260061786335,-9999,0.111643464153021,0.884778493568551,-9999,0.0350786956074478,0.268057784911718,-0.116987775001355,-0.612558939588239,-0.879842672001361,0.0973531007414347,0,0,0,1,0,0,0,0
"154","human","KF923889.1",0.322773392263051,0.947217462629946,0.0949027581263304,0.311728395061728,0.135831321233216,1.25859971726345,0.0639330251513151,0.0596646435551898,0.241847269640698,0.541800643086817,0.913331254898257,0.149381129781793,0.169125993189557,1.03910518786479,0.405268083183874,-9999,0.110082058269692,0.890271530013157,-9999,0.0348729554572575,0.271704180064309,-0.110088674442635,-0.608308042479491,-0.883727455991819,0.0971312278850224,0,0,0,1,0,0,0,0
"155","human","KF923902.1",0.329941881741664,0.948887351337795,0.101574755611685,0.31055900621118,-0.00499024848515193,1.25450343477098,0.0658318493053583,0.0596892044869816,0.241295290171292,0.539708265802269,0.623383893010234,0.148077131612105,0.170621468926554,1.03186399087907,0.401476609447612,-9999,0.108827771425764,0.885724506778688,-9999,0.035093135741484,0.270664505672609,-0.0416310196891069,-0.598169057927769,-0.801846597483286,0.0956703154542066,0,0,0,1,0,0,0,0
"156","human","KF923914.1",0.326215736454024,0.949819711214521,0.0889479952085586,0.314641744548287,-0.000351116202001928,1.25826335211377,0.100668873530967,0.0598950293300401,0.241607319741931,0.537842190016103,0.652371429883487,0.148368666737449,0.170454545454545,1.03172670163536,0.404918953638585,-9999,0.10932428075391,0.887556826216293,-9999,0.0351960481630133,0.268921095008052,-0.0795871212933755,-0.594705502895935,-0.814907350750847,0.0961607449080309,0,0,0,1,0,0,0,0
"157","human","KF923920.1",0.326215736454024,0.948989536478749,0.0898622681920409,0.314641744548287,-0.00229853648639741,1.25978507541843,0.0890611902412096,0.0598950293300401,0.240888061379694,0.537842190016103,0.654356648240793,0.148079672339634,0.170648464163823,1.03312231087118,0.407763905770816,-9999,0.109275661816899,0.888122779861227,-9999,0.0351960481630133,0.268921095008052,-0.0795871212933755,-0.544770676094142,-0.816813001377213,0.0958949685331968,0,0,0,1,0,0,0,0
"158","human","KF923925.1",0.322773392263051,0.951023141756957,0.0990713752337348,0.314641744548287,-0.033721627516683,1.2575240224668,0.0970394603100228,0.0596892044869816,0.243180238112697,0.539452495974235,0.672919334424882,0.148374715879076,0.172177879133409,1.0317935354052,0.405268083183874,-9999,0.108659378395655,0.889887871227326,-9999,0.0351960481630133,0.26731078904992,-0.0793053115141958,-0.591385872551036,-0.812987140980596,0.095718425732517,0,0,0,1,0,0,0,0
"159","bird","KJ135013.1",0.0476734694693569,0.842322311691631,0.423795947151372,0.347962382445141,-0.0553832796390756,1.26925298264541,0.0430368435552898,0.0610852007735184,0,0.40893470790378,-9999,0.146980393019068,0.231722428748451,1.12563965527909,0.242527662048673,0.215752669547768,0.135594587926041,0.918462071142722,-9999,0.0323057672619725,0.38659793814433,0.301732697038586,-0.15092382965716,0.449302850984956,0.11049406306187,1,0,0,0,0,0,0,0
"160","bird","KJ425490.1",0.0057088642203202,0.830194660115972,0.602697622793943,0.361635220125786,-0.317739700384878,1.27444722200375,0.0675554656115254,0.0599886169607285,0,0.413379073756432,-9999,0.142377710642354,0.224030037546934,1.1609854630542,0.148749969790559,-0.0996516514375062,0.142119780007133,0.897644860266093,-9999,0.0323278315310188,0.39451114922813,0.254405620850579,-0.491940803462784,0.558501539331029,0.112199826321421,1,0,0,0,0,0,0,0
"161","swine","KJ462462.1",0.631951619533026,0.878906222251855,0.510673235668378,0.226415094339623,0.0506535670263083,1.24795581732932,-0.408789316887416,0.0492234169653524,0,0.434108527131783,-9999,0.153750590286953,0.189069423929099,1.17621251769466,0.0893732054986995,0.305090369929298,0.173934065459757,0.975247330157115,-9999,0.0248506571087216,0.324031007751938,-0.0104307696006595,-0.0526830553078804,-9999,0.136238457416431,0,0,0,0,0,1,0,0
"162","yangochiroptera","KJ473795.1",-9999,0.855968503076737,-0.187334774128633,0.325732899022801,-0.603565763773612,1.32008407862838,-0.00647422514413758,0.0572077430518006,0,0.602310231023102,1.44149891546699,0.171730568326052,0.144694533762058,1.20158461016982,0.370221134767268,0.742871689370742,0.134063834724955,0.844601903933415,-9999,0.0334162431058722,0.264026402640264,0.0150358124242329,0.0315589357717481,-9999,0.0916887594237217,0,0,0,0,0,0,1,0
"163","yangochiroptera","KJ473796.1",-9999,0.851439921062283,-0.169889415443694,0.311688311688312,-0.580757021835206,1.33836117272698,-0.174425676334373,0.056775170325511,0,0.591133004926108,1.13964134718071,0.176444921158843,0.137931034482759,1.19889902565774,0.383437295655182,0.760814672870027,0.138388173457916,0.840883807872729,-9999,0.0334162431058722,0.249589490968801,0.158652350395396,-0.421348154281167,-9999,0.09267065186914,0,0,0,0,0,0,1,0
